movie,reviewer,metascore,review_score,review_text,review_date,release_date,acclaim_rate,user_score,director,languages,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,unknown,release_decade
The Recruit,Dana Stevens,56.0,60,"Like Christopher Walken or Marlon Brando, Mr. Pacino frequently uses his gifts to make mediocre movies more interesting. Everything else in The Recruit may be tiresomely predictable, but he, at least, is not.",,2003-01-31,Generally favorable reviews,61.0,Roger Donaldson,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Freestyle: The Art of Rhyme,Dana Stevens,63.0,60,"The skills on display in Freestyle are too varied and idiosyncratic for one movie to contain, but this one at least offers a heady, rousing education in an art form that is too often misunderstood.",,2004-07-16,Generally favorable reviews,80.0,Kevin Fitzgerald,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
The Source Family,Jeannette Catsoulis,62.0,60,"Unearthing a decent sample of these former members, as well as a wealth of archival film and photographs, the directors elicit testimony that’s diversely sharp, spacey, nostalgic and heartbreaking.",2013-04-30,2013-05-01,No score yet,,Jodi Wille,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Iceman,Andy Webster,32.0,60,"Best of all, Mr. Law doesn’t skimp on wide-screen compositions; this is one movie designed for the theater, not the couch.",2014-09-18,2014-09-19,Generally unfavorable reviews,32.0,Wing-cheong Law,English,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010s
Justifiable Homicide,Dave Kehr,62.0,60,"The filmmakers build an argument that is both intellectual and emotional, concentrating as much on the forensic evidence as on Ms. Rosario's passionate commitment to finding justice for her son.",,2002-11-06,Generally favorable reviews,76.0,Jon Osman,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Broadway Idiot,Neil Genzlinger,51.0,60,"As a chronicle of how one rock star slowly fell victim to the Broadway bug, it’s kind of amusing.",2013-10-10,2013-10-11,No score yet,,Doug Hamilton,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Gladiator,Elvis Mitchell,67.0,60,Grandiose and silly.,,2000-05-05,Universal acclaim,89.0,Ridley Scott,English,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s
A War,Nicolas Rapold,81.0,60,"The conclusion would be chilling if it weren’t so reserved. For Denmark, the film, an Oscar nominee in the foreign-language category, might seem quietly radical, but Mr. Lindholm errs too far on the side of quiet.",2016-02-11,2016-02-12,Generally favorable reviews,79.0,Tobias Lindholm,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010s
Miracle,A.O. Scott,68.0,60,Does a yeoman's job of recycling the day-old dough that passes for its story.,,2004-02-06,Generally favorable reviews,78.0,Gavin O'Connor,English,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000s
Havana Motor Club,Nicolas Rapold,,60,[A] serviceable but slightly drawn-out documentary.,2016-04-07,2016-04-08,No score yet,,Bent-Jorgen Perlmutt,English,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010s
Star Trek: Generations,Janet Maslin,55.0,60,"""Generations"" is predictably flabby and impenetrable in places, but it has enough pomp, spectacle and high-tech small talk to keep the franchise afloat. And in an age when much fancier futuristic effects can be found elsewhere, even its tackiness is a comfort.",,1994-11-18,Generally favorable reviews,64.0,David Carson,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1990s
Go Further,Dana Stevens,58.0,60,"Mr. Harrelson seems appealingly goodhearted, but his naïve idealism leaves him always on the edge of self-parody.",,2004-10-08,No score yet,,Ron Mann,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
National Lampoon's European Vacation,Janet Maslin,47.0,60,"While it's very much a retread, it succeeds in following up the first film's humor with more in a similar vein.",,1985-07-26,No score yet,,Amy Heckerling,English,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980s
Stations of the Cross,Stephen Holden,68.0,60,"As Maria crumples before our eyes, many will find Stations of the Cross heartbreaking and infuriating. Others may laugh out loud at her mother, a walking nightmare of pious, punishing rectitude.",2015-07-09,2015-07-10,No score yet,,Dietrich Brüggemann,German,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Amazing Spider-Man,Manohla Dargis,66.0,60,"Mr. Webb's Spider-Man movie works only because he keeps the whole package, at least until the requisite final blowout, tethered to his two appealing leads.",2012-07-02,2012-07-03,Generally favorable reviews,70.0,Marc Webb,English,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Touchy Feely,Stephen Holden,55.0,60,"Its humor is softer and more ambiguous than that of Ms. Shelton’s earlier films, and its characters are harder to pin down.",2013-09-05,2013-09-06,Mixed or average reviews,49.0,Lynn Shelton,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Patriot,A.O. Scott,63.0,60,"Shamelessly stirring, brandishing Mr. Gibson's anguished masculinity like a musket. It may be effective, but you leave the theater feeling used.",,2000-06-28,Generally favorable reviews,68.0,Roland Emmerich,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990s
Eros,Dana Stevens,51.0,60,"Lovely though it is to look at, it does not reveal very much. Sampling the works of three prominent directors in one sitting may be what gives anthology films like this one their appeal, but the experience is often more frustrating than fulfilling.",,2005-04-08,Generally favorable reviews,67.0,Kar Wai Wong,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Men in Black II,Dana Stevens,49.0,60,"As fizzy as the first, but not quite as refreshing. The pleasurable, eye-popping sense of surprise has diminished, and the teasingly referential attitude shows signs of fatigue.",,2002-07-03,Generally favorable reviews,65.0,Barry Sonnenfeld,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000s
One Lucky Elephant,Manohla Dargis,71.0,60,"Animal people sometimes say the wackiest things, but here, alas, they never satisfyingly address the ethical questions of what it means to capture and keep wild animals. Happily, while this movie's head may not always be in the right place, its heart is.",2011-06-09,2011-06-08,No score yet,,Lisa Leeman,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Invisible,Stephen Holden,63.0,60,The insensitivity of the news media and law enforcement is an implicit acknowledgment of the gap between men and women on the issue; in the film's view men just don't get it. And the submerged rage that wells up in Nira and Lily is boiling hot. The film is less successful in depicting their personal lives.,2012-07-10,2012-07-09,No score yet,,Michal Aviad,Hebrew,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Trolls,Andy Webster,56.0,60,"Exuberant, busy and sometimes funny, DreamWorks Animation’s Trolls is determined to amuse.",2016-11-03,2016-11-04,Generally favorable reviews,71.0,Mike Mitchell,English,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Truth About Charlie,A.O. Scott,55.0,60,"You may be taken by the director's enormous enthusiasm, but the picture doesn't quite work.",,2002-10-25,Mixed or average reviews,51.0,Jonathan Demme,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2000s
Awakenings,Janet Maslin,74.0,60,"Awakenings both sentimentalizes its story and oversimplifies it beyond recognition. At no point does the film express more than one idea at a time. And the idea expressed, more often than not, is as banal as the reality was bizarre.",,1990-12-20,Universal acclaim,86.0,Penny Marshall,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980s
The Ardennes,A.O. Scott,47.0,60,"Even though, in retrospect, The Ardennes feels a little obvious and secondhand, it unfolds with enough speed and wit to hold your attention.",2017-01-05,2017-01-06,No score yet,,Robin Pront,French,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Stuck on You,A.O. Scott,62.0,60,It's a much funnier movie than the trailer would lead you to believe; it would almost have to be. But it is just not as consistent as their previous trash wallows.,,2003-12-12,Universal acclaim,90.0,Bobby Farrelly,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Okraina,Dave Kehr,62.0,60,"A strange, disturbing and yet occasionally quite funny cultural artifact from the new Russia.",,2004-04-02,No score yet,,Pyotr Lutsik,Russian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Touching Home,Stephen Holden,52.0,60,"Suffused with a glow of apple-cheeked nostalgia that often clings to baseball movies. The movie may be set in the present, but its likable clean-cut twins exude more than a whiff of gee-whiz 1950s innocence.",,2010-05-14,No score yet,,Logan Miller,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
The Secret Life of Pets,A.O. Scott,61.0,60,"The Secret Life of Pets is adequate animated entertainment, amusing while it lasts but not especially memorable except as a catalog of compromises and missed opportunities.",2016-07-07,2016-07-08,Generally favorable reviews,61.0,Chris Renaud,English,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Kampai! For the Love of Sake,Andy Webster,48.0,60,[A] crisp if feather-light documentary.,2016-08-18,2016-08-19,No score yet,,Mirai Konishi,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
How to Kill Your Neighbor's Dog,Stephen Holden,40.0,60,"Reminds us that when it comes to comedy, it's all in the writing. Mr. Kalesniko's satirically barbed screenplay, whose spirit harks back to the comic heyday of Blake Edwards, stirs up an insistent verbal energy that rarely flags.",,2002-02-22,Generally favorable reviews,74.0,Michael Kalesniko,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Arise,David DeWitt,35.0,60,"Arise always feels unified, a genuinely felt and executed womanist letter to the world.",2013-09-19,2013-09-20,No score yet,,Candice Orlando,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Populaire,Stephen Holden,57.0,60,"The best scenes are the contests in which the competitors hammer away, executing the kind of grand flourishes with each return of the carriage that Liberace exhibited at the piano.",2013-09-05,2013-09-06,Generally favorable reviews,76.0,R,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Bad Milo!,Jeannette Catsoulis,62.0,60,What could have been a very funny short film about self-control and befriending your id instead becomes a rambling commentary on father-son dysfunction and the limits of proctology.,2013-10-03,2013-10-04,Generally favorable reviews,65.0,Jacob Vaughan,English,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Signal,,63.0,60,"Part 1, directed by David Bruckner is superb, with affecting performances, a sense of dread reminiscent of John Carpenter’s “Prince of Darkness” and many striking images. Part 2, directed by Dan Bush aims for George Romero-style ghastly humor, but it’s more grating than funny. Part 3, directed by Jacob Gentry adds a splash of tragic love, but its preference for gore over feeling becomes monotonous.",,2008-02-22,Generally favorable reviews,62.0,Dan Bush,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2000s
Honeydripper,Stephen Holden,68.0,60,"Honeydripper is agreeable, well-intentioned and very, very slow. Sadly, it illustrates the difference between an archetype and a stereotype. When the first falls flat, it turns into the other and becomes a cliché.",,2007-12-28,Generally favorable reviews,62.0,John Sayles,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
The Unknown Woman,Stephen Holden,56.0,60,Ms. Rappoport’s sturdy performance helps keep this outlandish melodrama from collapsing into unintended comedy.,,2008-05-30,Generally favorable reviews,74.0,Giuseppe Tornatore,Italian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2000s
Venus and Serena,A.O. Scott,65.0,60,"Think of this movie as a greatest-hits package, with some good stuff to show but nothing very new to say.",2013-05-09,2013-05-10,Mixed or average reviews,52.0,Maiken Baird,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Sharkwater,,59.0,60,"Mr. Stewart dilutes the movie’s urgency by framing the subject within a “personal journey” format and selling himself as a hunky, sensitive martyr.",,2007-11-02,Generally favorable reviews,76.0,Rob Stewart,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Rambo,A.O. Scott,46.0,60,The movie does have its own kind of blockheaded poetry.,,2008-01-25,Generally favorable reviews,78.0,Sylvester Stallone,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Matchstick Men,Dana Stevens,61.0,60,"Both entertaining and empty: an emotional shell game that leaves you feeling cheated even though, on the surface at least, everyone is a winner.",,2003-09-12,Universal acclaim,90.0,Ridley Scott,English,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
High School Musical 3: Senior Year,Stephen Holden,57.0,60,A candy-colored never-never land that Peter Pan might envy.,,2008-10-24,Mixed or average reviews,48.0,Kenny Ortega,English,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2000s
Fassbinder: To Love Without Demands,Stephen Holden,65.0,60,"The access to Fassbinder that the relationship provided was a boon to the film, but a disadvantage as well because the close-up view results in a patchy portrait rather than a coherent biography.",2016-04-28,2016-04-29,No score yet,,Christian Braad Thomsen,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
How to Grow a Band,Nicolas Rapold,57.0,60,Ego struggles and innovator's laments (nobody gets us!) are a refrain in many band documentaries. How to Grow a Band adds a modest but effective entry to the genre's back catalog.,2012-04-12,2012-04-13,No score yet,,Mark Meatto,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Empire of Silver,Jeannette Catsoulis,54.0,60,This weirdly engaging tale of banking and bad behavior makes 19th-century China look uncomfortably like 21st-century America.,2011-06-02,2011-06-02,Mixed or average reviews,58.0,Christina Yao,English,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
Never Been Thawed,Stephen Holden,41.0,60,"Propelled by astute, straight-faced performances, it succeeds in stirring up some maniacal laughs.",,2005-10-07,No score yet,,Sean Anders,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
The Outrageous Sophie Tucker,Manohla Dargis,59.0,60,"The movie isn’t especially well made, yet because Tucker is such a gloriously rich figure — immigrant turned runaway mother turned vaudevillian turned superstar — she renders its formal and aesthetic shortcomings (mostly) irrelevant.",2015-07-23,2015-07-24,No score yet,,William Gazecki,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Ways to Live Forever,Jeannette Catsoulis,59.0,60,"A little wan but a lot likable, Gustavo Ron’s Ways to Live Forever is a forthright and surprisingly buoyant drama about facing death before you have really lived.",2013-07-18,2013-07-19,Generally favorable reviews,76.0,Gustavo Ron,English,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Difret,Nicolas Rapold,61.0,60,"Shot in sunny locales, Difret has an earnestness that hovers between plain-spoken and pedestrian, and there are scenes and sequences that just don’t come together as written and edited, no matter how admirable the film’s existence is.",2015-10-22,2015-10-23,No score yet,,Zeresenay Mehari,Amharic,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
A Different American Dream,Neil Genzlinger,,60,"Mr. Brook and Ms. Wells are in a sense not documenting a controversy at all; they are capturing an endemic, heartbreaking defeatism.",2017-01-05,2017-01-06,No score yet,,Simon Brook,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Operation Filmmaker,Manohla Dargis,69.0,60,"Although Ms. Davenport pushes the analogy between this modest rescue operation with America’s invasion of Iraq a bit too forcefully, she nonetheless makes her point with persuasive, touching candor.",,2008-06-04,No score yet,,Nina Davenport,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Good Dick,Jeannette Catsoulis,54.0,60,Good Dick surmounts its indie-movie quirkiness with exceptional acting and a sincere belief in the salvation of its wounded characters.,,2008-10-10,Generally favorable reviews,61.0,Marianna Palka,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
Open Water,Dana Stevens,63.0,60,"The sharks are scary, and the ocean is vast and indifferent, but the most effective parts of Open Water, which is ultimately too modest to be very memorable, evoke a deeper terror, one that can chill even those viewers who would never dream of putting on a wet suit and jumping off a boat.",,2004-08-06,Mixed or average reviews,55.0,Chris Kentis,English,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Bottle Rocket,Elvis Mitchell,65.0,60,"A mildly facetious tone limits Anderson's film to the lightweight, but the collective enthusiasm behind this debut effort still comes through. What's best about Bottle Rocket is not the laid-back pranks that inflate its story to feature length but the offbeat elan with which that story is told.",,1996-02-21,Universal acclaim,87.0,Wes Anderson,English,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s
The Salt of the Earth,A.O. Scott,83.0,60,"The Salt of the Earth leaves no doubt about Mr. Salgado’s talent or decency, and the chance to spend time in his company is a reason for gratitude. And yet his pictures, precisely because they disclose harsh and unwelcome truths, deserve a harder, more robustly critical look.",2014-12-11,2015-03-27,Universal acclaim,83.0,Juliano Ribeiro Salgado,English,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
